title,price,Name:,Yacht Type:,"Series, Model, Class:",Builder:,Length Overall:,Length at Waterline:,Beam:,Max Draught:,Gross Tonnage:,Displacement Tonnage:,Year of Build:,Hull Type:,Number of Decks:,Classification:,Max Speed:,Cruising Speed:,Fuel Capacity:,Range:,V1,Engine Make:,Total power:,Hull:,Superstructure:,Deck:,Guests:,Passenger Rooms:,Master Rooms:,Double Rooms: ,Twin Rooms:,Yacht Subtype:,Interior Designer:,Refits:,Hull Number:,Water Capacity:,Naval Architect:,Exterior Designer:,VIP Rooms:,Build time:
SOLLEONE for sale,"€13,000,000",SOLLEONE,Sail Yacht,115 S,Nautor's Swan ,35.2  metres,32.84  metres,8.12  metres,5.75  metres,121,95.6,2015,Monohull,NA,DNV,12  kn,10  kn,5500  litres,NA,NA,Scania ,450hp ,GRP,GRP,Teak,9,4,1,1,2,NA,Michele Bönan Interiors ,NA,115-001,3000  litres,NA,German Frers ,NA,NA
SOLLEONE for sale,VAT paid,SOLLEONE,Sail Yacht,115 S,Nautor's Swan ,35.2  metres,32.84  metres,8.12  metres,5.75  metres,121,95.6,2015,Monohull,NA,DNV,12  kn,10  kn,5500  litres,NA,NA,Scania ,450hp ,GRP,GRP,Teak,9,4,1,1,2,NA,Michele Bönan Interiors ,NA,115-001,3000  litres,NA,German Frers ,NA,NA
KNOT BROKE for sale,"$1,650,000",KNOT BROKE,Motor Yacht,Flybridge,Azimut ,25.91  metres,NA,6.4  metres,1.78  metres,109,85,2009,Deep V / Planing,2,RINA,30.5  kn,26.5  kn,7779.02  litres,350  nm,@ 24  kn,Caterpillar ,3650hp ,Fiberglass,GRP,Teak,8,4,1,2,1,Planing Fast Yacht ,Carlo Galeazzi ,NA,AZ 85/134,1760.22  litres,Azimut ,Stefano Righini ,NA,NA
ARBEMA for sale,"€14,995,000",ARBEMA,Motor Yacht,NA,Ortona Navi ,50  metres,43.64  metres,9.19  metres,2.71  metres,591,450,2008,Full Displacement,3,DNV,16.5  kn,15  kn,67616  litres,4500  nm,@ 9  kn,Caterpillar ,3150hp ,Steel,Aluminium,Teak,12,6,1,2,2,NA,NA,2022-01-01,84/05D,19755  litres,NA,NA,1,NA
PARADIGM for sale,"$3,650,000",PARADIGM,Motor Yacht,Classic 115,Benetti ,35.05  metres,29.44  metres,7.52  metres,1.95  metres,247,190,1998,Semi Displacement,3,RINA,21.5  kn,13  kn,32176  litres,2800  nm,@ 13  kn,MTU ,3600hp ,GRP,GRP,Teak,10,5,1,2,2,NA,NA,2008-01-01,BC 002,5450  litres,NA,NA,NA,NA
EMOTION² for sale,"€9,500,000",EMOTION²,Motor Yacht,43,CRN ,42.6  metres,NA,8.65  metres,2.35  metres,456,330,2007,Full Displacement,3,RINA,17.5  kn,15  kn,50000  litres,4000  nm,@ 12  kn,Caterpillar ,2800hp ,GRP,GRP,Teak,10,5,1,1,1,NA,NA,2017-01-01,43/01,7000  litres,NA,NA,2,NA
HEROINA for sale,"$3,450,000",HEROINA,Sail Yacht,NA,Astilleros Armón ,22.53  metres,NA,5.68  metres,3  metres,NA,NA,1993,NA,NA,NA,NA,8  kn,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,2016-01-01,NA,NA,NA,NA,NA,NA
SOSA for sale,"€14,800,000",SOSA,Motor Yacht,SD126,Sanlorenzo ,37.95  metres,NA,8  metres,2.23  metres,314,NA,2018,Full Displacement,3,RINA,18  kn,11  kn,28710  litres,3000  nm,@ 11  kn,MTU ,2722hp ,GRP,GRP,Teak,10,5,1,2,2,NA,NA,NA,64,5000  litres,NA,NA,NA,NA
SILVERTIP for sale,"€4,500,000",SILVERTIP,Sail Yacht,NA,Yachting Developments ,33.83  metres,28.4  metres,7.32  metres,6.9  metres,62,77,2001,Monohull,NA,ABS,11  kn,10  kn,8000  litres,3000  nm,@ 10  kn,Lugger ,300hp ,GRP,GRP,Teak,7,NA,1,1,1,NA,NA,2022-01-01,52,NA,NA,NA,NA,NA
VERA for sale,"€23,950,000",VERA,Motor Yacht,NA,Abeking & Rasmussen ,52  metres,48  metres,10.3  metres,3.6  metres,887,776,1999,Full Displacement,3,LR,16  kn,14  kn,142398  litres,5500  nm,@ 13  kn,Caterpillar ,3746hp ,Steel,Aluminium,Teak,12,6,1,3,NA,NA,Luigi Sturchio ,2009-01-01,6426,45406  litres,NA,Espen Oeino International ,2,NA
LUNA B for sale,"€42,500,000",LUNA B,Motor Yacht,NA,Oceanco ,66  metres,NA,11.9  metres,5  metres,1801,1554,2005,Full Displacement,4,LR,15  kn,13  kn,216000  litres,6000  nm,@ 14.5  kn,Deutz-MWM ,6030hp ,Steel,Aluminium,Teak,16,6,1,NA,4,Displacement ,Alberto Pinto ,2020-01-01,Y661,65000  litres,Oceanco ,Oceanco ,1,NA
BRAVADO for sale,"€19,900,000",BRAVADO,Motor Yacht,NA,Abeking & Rasmussen ,44.91  metres,39.6  metres,8.7  metres,2.9  metres,499,492,2004,Full Displacement,3,LR,15  kn,13  kn,58700  litres,3500  nm,@ 12.5  kn,MTU ,2170hp ,Steel,Aluminium,Teak,12,6,1,2,2,NA,Reymond Langton Design ,2021-01-01,6465,17800  litres,NA,Reymond Langton Design ,1,NA
BANDAZUL for sale,"£6,995,000",BANDAZUL,Motor Yacht,90 Ocean,Sunseeker ,27.1  metres,NA,7.16  metres,1.86  metres,NA,85,2021,Deep V / Planing,2,NA,26  kn,NA,13000  litres,1800  nm,@ 12  kn,MTU ,3800hp ,GRP,GRP,Teak,8,4,1,1,1,NA,NA,NA,NA,1570  litres,NA,NA,1,NA
L'OPERA for sale,"€6,900,000",L'OPERA,Motor Yacht,920,Ferretti ,28.5  metres,NA,6.78  metres,NA,120,NA,2019,Deep V / Planing,2,NA,30  kn,26  kn,NA,NA,NA,MTU ,3896hp ,GRP,GRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,9210,NA,NA,NA,NA,NA
DB9 for sale,"€23,900,000",DB9,Motor Yacht,Sport Yacht 170,Palmer Johnson ,52.36  metres,NA,9.5  metres,2.44  metres,495,287,2010,Semi Displacement,2,LR,32.5  kn,18  kn,59308  litres,4000  nm,@ 13  kn,MTU ,9226hp ,Aluminium,Aluminium,Teak,12,5,1,2,2,Semi-displacement ,Nuvolari Lenard ,NA,PJ 501 (170/1),6900  litres,Palmer Johnson ,Nuvolari Lenard ,NA,NA
SUNRISE for sale,"€13,400,000",SUNRISE,Motor Yacht,Mediterraneo 116,Benetti ,35.3  metres,NA,7.7  metres,2.15  metres,271,200,2021,Full Displacement,3,RINA,15.5  kn,12  kn,33000  litres,3200  nm,@ 10  kn,MAN ,NA,GRP,"Carbon Fibre,GRP",Teak,10,5,1,2,2,NA,NA,NA,BM009,4000  litres,NA,NA,NA,NA
THE GREAT ESCAPE for sale,"€11,500,000",THE GREAT ESCAPE,Motor Yacht,SL102,Sanlorenzo ,31.09  metres,NA,7.1  metres,1.9  metres,180,105,2020,Deep V / Planing,2,RINA,28  kn,25  kn,NA,NA,NA,MTU ,NA,GRP,GRP,Teak,12,5,NA,NA,NA,NA,NA,NA,722,NA,NA,NA,NA,NA
ROCK.IT for sale,"$55,000,000",ROCK.IT,Motor Yacht,NA,Feadship ,60.35  metres,NA,10.67  metres,3.05  metres,1052,NA,2014,Full Displacement,3,LR,15  kn,12  kn,120000  litres,NA,NA,MTU ,3000hp ,Steel,Aluminium,Teak,10,5,1,4,NA,NA,NA,2020-01-01,687,24000  litres,NA,NA,NA,NA
HEMABEJO for sale,"€17,000,000",HEMABEJO,Motor Yacht,NA,Viudes Yachts ,44.8  metres,NA,9.5  metres,2.55  metres,496,450,2012,Full Displacement,3,"LR (+100A1, MCH, Mono G6, SSC, Yacht)",13.8  kn,11  kn,80000  litres,3000  nm,@ 11  kn,Caterpillar ,2600hp ,Steel,Aluminium,Teak,12,6,1,2,2,NA,NA,2022-01-01,NA,7800  litres,NA,NA,1,NA
HEMABEJO for sale,VAT paid,HEMABEJO,Motor Yacht,NA,Viudes Yachts ,44.8  metres,NA,9.5  metres,2.55  metres,496,450,2012,Full Displacement,3,"LR (+100A1, MCH, Mono G6, SSC, Yacht)",13.8  kn,11  kn,80000  litres,3000  nm,@ 11  kn,Caterpillar ,2600hp ,Steel,Aluminium,Teak,12,6,1,2,2,NA,NA,2022-01-01,NA,7800  litres,NA,NA,1,NA
GRAVITY for sale,"$1,100,000",GRAVITY,Motor Yacht,85 Ultimate,Azimut ,25.91  metres,21.76  metres,6.1  metres,1.83  metres,105,66,2000,Deep V / Planing,2,RINA,29  kn,26  kn,7601.1  litres,430  nm,@ 25  kn,MTU ,2700hp ,GRP,GRP,Teak,8,4,1,NA,2,NA,NA,2014-05-01,AZ 85/64,1665.58  litres,NA,Stefano Righini ,1,NA
IVANKA for sale,"€1,990,000",IVANKA,Sail Yacht,Shipman 80,Shipman - Seaway ,23.99  metres,22.15  metres,5.95  metres,2.5  metres,NA,36,2010,NA,NA,NA,10  kn,9  kn,1600  litres,1400  nm,@ 7  kn,NA,NA,NA,NA,NA,6,3,1,2,NA,NA,NA,NA,NA,1200  litres,NA,NA,NA,NA
ODYSSEY III for sale,"£5,850,000",ODYSSEY III,Motor Yacht,Mediterraneo 33,Benetti ,32.8  metres,28.4  metres,6.25  metres,2.3  metres,167,190,1967,Full Displacement,2,BV,14  kn,12  kn,26000  litres,1600  nm,@ 12  kn,General Motors ,1500hp ,Steel,"Aluminium,Steel",Teak,9,4,1,NA,2,Classic Yacht ,NA,"1996-01-01,2002-01-01,2005-01-01",FB 67,10000  litres,NA,NA,1,NA
ALEXA OF LONDON for sale,"€2,950,000",ALEXA OF LONDON,Sail Yacht,NA,Gdansk Yb ,37.19  metres,22.8  metres,7.4  metres,2.14  metres,95,116,1992,Monohull,NA,DNV,11  kn,8.5  kn,11600  litres,3500  nm,@ 8.5  kn,Yanmar ,700hp ,Steel,Teak,Teak,8,NA,NA,NA,NA,NA,NA,NA,NA,6300  litres,NA,NA,NA,NA
ANVILUGI for sale,"€9,500,000",ANVILUGI,Motor Yacht,Extra X96 Triplex,Extra Yachts ,28.6  metres,NA,7.55  metres,NA,238,NA,2021,Semi Planing,3,RINA,16.5  kn,12  kn,13150  litres,NA,NA,Volvo Penta ,NA,GRP,GRP,Teak,10,5,1,NA,2,NA,Hot Lab ,NA,96/02,1850  litres,NA,Francesco Guida ,2,NA
ODIN for sale,"$5,250,000",ODIN,Motor Yacht,NA,Trinity Yachts ,38.1  metres,33.53  metres,7.92  metres,1.83  metres,256,150,2001,Semi Displacement,2,NA,15  kn,13  kn,35957  litres,3500  nm,@ 12  kn,Caterpillar ,2700hp ,Aluminium,Aluminium,Teak,8,4,1,2,1,NA,Claudette Bonville ,NA,16,9462  litres,NA,NA,NA,NA
SAMA for sale,"€2,200,000",SAMA,Sail Yacht,NA,Sunreef Yachts ,18  metres,NA,NA,NA,NA,NA,2018,NA,NA,NA,12  kn,8  kn,NA,NA,NA,Volvo D3 ,220hp ,NA,NA,NA,8,4,NA,NA,NA,NA,NA,2022-01-01,NA,NA,NA,NA,NA,NA
FANTASEA BLUE for sale,"€1,500,000",FANTASEA BLUE,Sail Yacht,NA,Barcos Deportivos ,24.48  metres,23.76  metres,6.05  metres,4  metres,96,33,2005,Monohull,NA,NA,11.5  kn,10  kn,2000  litres,NA,NA,Cummins ,260hp ,"Carbon Fibre,Nomex","Carbon Fibre,Nomex",Teak,6,3,1,2,NA,NA,NA,NA,NA,2000  litres,NA,NA,NA,NA
LACROMA for sale,"€1,750,000",LACROMA,Motor Yacht,NA,De Vries Lentsch ,20.07  metres,NA,4.69  metres,2.5  metres,57.12,65,1965,Full Displacement,2,NA,11  kn,9  kn,4500  litres,1500  nm,@ 9  kn,Ford ,320hp ,Steel,Aluminium,Teak,7,3,1,1,1,Classic Yacht ,NA,2016-01-01,NA,4500  litres,NA,NA,NA,NA
ELENA for sale,"€12,000,000",ELENA,Sail Yacht,NA,FNM ,55  metres,29.6  metres,8.14  metres,5.2  metres,157,215,2009,Monohull,NA,NA,13  kn,10  kn,NA,3000  nm,@ 10  kn,NA,NA,Steel,Steel,Teak,10,5,1,1,2,NA,NA,NA,Y0103,NA,NA,NA,1,NA
LIONSHARE for sale,"$5,900,000",LIONSHARE,Motor Yacht,NA,Heesen Yachts ,39.32  metres,31.03  metres,7.62  metres,2.3  metres,236,154,1987,Semi Displacement,3,ABS,17  kn,14  kn,40300  litres,4250  nm,@ 10  kn,Deutz-MWM ,2700hp ,Aluminium,Aluminium,Teak,10,5,1,2,1,Classic Yacht ,NA,NA,66 36,7510  litres,NA,NA,1,NA
VELOCE 32 RPH for sale,"€10,600,000",VELOCE 32 RPH,Motor Yacht,Veloce 32 RPH,Vittoria Yachts ,32  metres,31.25  metres,7.2  metres,1.85  metres,NA,149,2024,Semi Displacement,2,RINA,20  kn,15  kn,20000  litres,1800  nm,@ 15  kn,MAN ,3800hp ,Aluminium,Aluminium,Teak,10,5,1,2,2,NA,NA,NA,32M/01,2500  litres,NA,NA,NA,NA
ELLION for sale,"€795,000",ELLION,Motor Yacht,NA,Ferretti ,19.46  metres,NA,5.53  metres,1.61  metres,NA,NA,2008,NA,NA,NA,33  kn,20  kn,3800  litres,NA,NA,MAN ,2448hp ,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,1000  litres,NA,NA,NA,NA
ELLION for sale,VAT paid,ELLION,Motor Yacht,NA,Ferretti ,19.46  metres,NA,5.53  metres,1.61  metres,NA,NA,2008,NA,NA,NA,33  kn,20  kn,3800  litres,NA,NA,MAN ,2448hp ,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,1000  litres,NA,NA,NA,NA
CALLISTO for sale,"€46,000,000",CALLISTO,Motor Yacht,NA,Feadship ,65.2  metres,NA,11.65  metres,3.55  metres,1306,NA,2006,Full Displacement,3,LR,16  kn,14  kn,NA,NA,NA,Caterpillar ,4000hp ,Steel,Aluminium,Teak,12,6,1,2,2,NA,Terence Disdale ,NA,671,NA,NA,Studio De Voogt ,1,NA
ATLANTIC for sale,"$3,650,000",ATLANTIC,Motor Yacht,108,Westship ,32.92  metres,28.96  metres,7.24  metres,1.7  metres,193,NA,1998,Semi Displacement,2,NA,21  kn,12  kn,20819.77  litres,2  nm,@ 12  kn,MTU ,3050hp ,Fiberglass,GRP,"GRP,Teak",8,4,1,1,1,Semi-displacement ,Sheryl McLaughlin ,NA,7623,6056.66  litres,Jack Sarin ,Wesley Carr ,NA,NA
SO'MAR for sale,"€7,900,000",SO'MAR,Motor Yacht,Cuda,Tansu Yachts ,37.9  metres,37.48  metres,7.4  metres,1.82  metres,248,172,2014,Semi Displacement,3,RINA,15.2  kn,13  kn,22300  litres,3500  nm,@ 10  kn,Caterpillar ,1430hp ,"Epoxy,Wood","Epoxy,Wood",Teak,8,4,1,NA,2,Semi-displacement ,Tansu Yachts ,NA,NA,4100  litres,Diana Yacht Design ,Tansu Yachts ,1,NA
CNB 76 for sale,"€3,990,000",CNB 76,Sail Yacht,NA,CNB ,23.2  metres,NA,6.1  metres,2.78  metres,63,NA,2022,NA,NA,NA,10  kn,9  kn,NA,NA,NA,VOLVO PENTA ,180hp ,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA
SPIRIT OF VENICE for sale,"€2,450,000",SPIRIT OF VENICE,Sail Yacht,NA,VMG Yachtbuilders ,27.32  metres,16.8  metres,6  metres,4.4  metres,NA,48,2018,Monohull,NA,NA,NA,NA,2910  litres,NA,NA,NA,202hp ,Aluminium,GRP,"GRP,Teak",6,3,1,2,NA,NA,NA,NA,NA,1730  litres,NA,NA,NA,NA
INDIGO for sale,"€4,200,000",INDIGO,Motor Yacht,SL104,Sanlorenzo ,31.07  metres,NA,7.05  metres,2  metres,199,NA,2012,Deep V / Planing,3,NA,29  kn,25  kn,12500  litres,1200  nm,@ 10  kn,MTU ,2430hp ,GRP,GRP,Teak,8,4,1,NA,2,NA,Francesco Paszkowski Design ,NA,586,2800  litres,NA,Sanlorenzo ,1,NA
GAYLE FORCE for sale,"$5,990,000",GAYLE FORCE,Motor Yacht,NA,Bloemsma & Van Breemen ,29.24  metres,26.88  metres,6.91  metres,2.95  metres,190,176,2003,Full Displacement,2,LR,12  kn,10  kn,43532.236  litres,5500  nm,@ 10  kn,MTU ,850hp ,Steel,Aluminium,Teak,8,3,1,1,1,"Displacement, Expedition Yacht ",Jonathan Quinn Barnett ,2010-01-01,134,8293.837  litres,NA,Vripack ,NA,NA
KW for sale,"€4,500,000",KW,Motor Yacht,Grande 25M,Azimut ,26.6  metres,NA,6.2  metres,1.58  metres,117,7,2020,Deep V / Planing,3,CE (Category A),28  kn,24  kn,7800  litres,300  nm,@ 24  kn,MAN ,3300hp ,GRP,"Carbon Fibre,GRP",Teak,8,4,1,NA,1,NA,Salvagni Architetti ,NA,83/26 IT,1100  litres,NA,Stefano Righini ,1,NA
EXPLORER SPORT for sale,"€20,240,000",EXPLORER SPORT,Motor Yacht,NA,Antonini Navi ,44  metres,NA,8.5  metres,2.3  metres,460,NA,2024,NA,NA,NA,16  kn,13  kn,NA,4500  nm,@ 10  kn,MAN ,NA,NA,NA,NA,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISLAND for sale,"€18,480,000",ISLAND,Motor Yacht,NA,Antonini Navi ,43  metres,NA,8.5  metres,2.2  metres,420,NA,2024,NA,NA,NA,16  kn,13  kn,NA,4500  nm,NA,MAN ,NA,NA,NA,NA,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOONSHADOW NOA for sale,"€1,250,000",MOONSHADOW NOA,Motor Yacht,85,Moonen Yachts ,25.91  metres,21.61  metres,6.2  metres,2.1  metres,85,120,1991,Full Displacement,2,NA,11  kn,9  kn,15500  litres,3000  nm,@ 7  kn,MTU ,810hp ,Steel,Aluminium,Teak,8,3,1,NA,2,NA,NA,NA,145,3000  litres,NA,NA,NA,NA
CROSSOVER for sale,"€16,280,000",CROSSOVER,Motor Yacht,NA,Antonini Navi ,41.9  metres,NA,8.5  metres,2.1  metres,370,NA,2024,NA,NA,RINA,16  kn,14  kn,NA,3500  nm,@ 10  kn,MAN ,NA,NA,NA,NA,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIDI ONE for sale,"€3,750,000",KIDI ONE,Motor Yacht,34 Sport,Leopard Yachts ,34.13  metres,28.1  metres,7.35  metres,1.22  metres,184,105,2007,Deep V / Planing,2,BV,42  kn,37  kn,15500  litres,450  nm,@ 33  kn,MTU ,7200hp ,GRP,GRP,Teak,8,4,1,1,1,NA,NA,NA,34/12,2000  litres,NA,NA,1,NA
SINGOLARE for sale,"$13,500,000",SINGOLARE,Motor Yacht,Navetta 37,Custom Line ,37.04  metres,30.66  metres,8  metres,2.27  metres,289,208,2018,Semi Displacement,3,RINA,16.5  kn,13  kn,35000  litres,3000  nm,@ 10  kn,MTU ,NA,GRP,GRP,Teak,10,5,1,2,2,NA,NA,NA,N37/05,4000  litres,NA,NA,NA,NA
AFTERGLOW for sale,"$3,995,000",AFTERGLOW,Motor Yacht,NA,Christensen ,38.4  metres,34.44  metres,8.17  metres,2.13  metres,241,165,1992,Semi Displacement,3,NA,18  kn,14  kn,25854  litres,2500  nm,@ 11  kn,Detroit Diesel ,2160hp ,GRP,GRP,Teak,8,4,1,2,NA,NA,NA,2016-01-01,011,6434  litres,NA,NA,1,NA
EXPLORER CLASSIC for sale,"€20,460,000",EXPLORER CLASSIC,Motor Yacht,NA,Antonini Navi ,46.6  metres,NA,8.5  metres,2.5  metres,465,NA,2024,Steel,NA,NA,16  kn,13  kn,NA,NA,NA,NA,NA,NA,NA,NA,12,6,NA,NA,NA,Expedition Yacht ,NA,NA,NA,NA,NA,NA,NA,NA
INSPIRATION for sale,"$16,950,000",INSPIRATION,Motor Yacht,Fast 125,Benetti ,38.1  metres,30  metres,8.45  metres,2.01  metres,349,200,2017,Full Displacement,3,RINA,24  kn,18.5  kn,25000  litres,1750  nm,@ 12  kn,MTU ,5200hp ,GRP,GRP,Teak,10,5,1,2,2,NA,NA,NA,BF103,4000  litres,NA,NA,NA,NA
BORKUMRIFF IV for sale,"€12,900,000",BORKUMRIFF IV,Sail Yacht,NA,Royal Huisman ,50.58  metres,35.8  metres,9.24  metres,4.3  metres,254,299,2002,Monohull,NA,LR,12  kn,10.5  kn,22250  litres,3000  nm,@ 10.5  kn,MTU ,1072hp ,Aluminium,Aluminium,Teak,6,3,NA,NA,NA,NA,NA,NA,374,9500  litres,NA,NA,NA,NA
LA PELLEGRINA 1 for sale,"€12,800,000",LA PELLEGRINA 1,Motor Yacht,5000 Fly 2,Couach Yachts ,49.9  metres,43.5  metres,9.3  metres,2.6  metres,498,317,2012,Deep V / Planing,3,BV,25  kn,22  kn,65000  litres,3200  nm,@ 12  kn,MTU ,10480hp ,GRP,GRP,Teak,12,6,1,2,2,NA,NA,2015-01-01,5001 FLY,10000  litres,NA,NA,1,NA
MR SEA for sale,"€1,990,000",MR SEA,Motor Yacht,90 Yacht,Sunseeker ,27.71  metres,21.03  metres,6.3  metres,2  metres,87,71,2009,Deep V / Planing,2,NA,NA,22  kn,8500  litres,450  nm,@ 25  kn,MTU ,3640hp ,GRP,GRP,Teak,8,4,NA,NA,NA,NA,NA,NA,NA,1500  litres,NA,NA,NA,NA
ANGRA TOO for sale,"€8,000,000",ANGRA TOO,Motor Yacht,NA,CNT Castagnola ,38  metres,NA,8.1  metres,1.2  metres,271,NA,2015,Deep V / Planing,2,RINA,32  kn,29  kn,NA,NA,NA,MTU ,NA,Wood,Wood,Teak,10,5,1,2,1,NA,CNT Castagnola ,NA,NA,NA,NA,NA,NA,NA
SARP XSR-85 for sale,"€5,950,000",SARP XSR-85,Motor Yacht,XSR 85 HYBRID,Sarp Yachts ,25.91  metres,23.99  metres,6.48  metres,1.27  metres,125,70,2022,Fast Displacement,2,CE,22  kn,12  kn,7850  litres,1  nm,NA,NA,2000hp ,Composite,GRP,Teak,8,4,1,NA,2,Displacement ,Red Yacht Design ,NA,NB202,2250  litres,Van Oossanen Naval Architects ,Red Yacht Design ,1,NA
VICEM 82 CLASSIC for sale,"$4,650,000",VICEM 82 CLASSIC,Motor Yacht,82 Classic,Vicem ,25.1  metres,NA,6.2  metres,1.83  metres,NA,47,2022,Deep V / Planing,2,NA,18  kn,14  kn,6000  litres,325  nm,@ 14  kn,Volvo Penta D13 ,1800hp ,Wood,Wood,Teak,6,3,1,1,1,Classic Styled Yacht ,Vicem ,NA,NA,2500  litres,Vicem ,Vicem ,NA,NA
DREAM WEAVER for sale,"$11,950,000",DREAM WEAVER,Motor Yacht,NA,Christensen ,36.93  metres,31.34  metres,7.67  metres,2.06  metres,287,190,2012,Full Displacement,3,ABS,14  kn,12  kn,26498  litres,NA,NA,MTU ,3840hp ,NA,NA,NA,10,5,1,2,2,NA,Evan K. Marshall ,NA,12001,4543  litres,Ocean Alexander ,Evan K. Marshall ,NA,NA
FELINA for sale,"$1,195,000",FELINA,Motor Yacht,82 Convertible,Hatteras ,24.99  metres,23  metres,6.52  metres,1.83  metres,126,101,1995,Deep V / Planing,3,NA,22  kn,13  kn,15936.58  litres,560  nm,@ 26  kn,Detroit Diesel ,2900hp ,GRP,GRP,GRP,8,4,NA,NA,NA,NA,Jack Hargrave ,NA,FA310,3179.74  litres,NA,Jack Hargrave ,NA,NA
KISS for sale,"€31,500,000",KISS,Motor Yacht,NA,Feadship ,46.6  metres,NA,9  metres,2.28  metres,499,362,2015,Full Displacement,3,LR,NA,12  kn,51000  litres,NA,NA,Caterpillar ,2400hp ,Steel,Aluminium,Teak,10,5,1,2,2,NA,Redman Whiteley ,NA,689,16000  litres,NA,Dubois Naval Architects ,NA,NA
KISS for sale,VAT paid,KISS,Motor Yacht,NA,Feadship ,46.6  metres,NA,9  metres,2.28  metres,499,362,2015,Full Displacement,3,LR,NA,12  kn,51000  litres,NA,NA,Caterpillar ,2400hp ,Steel,Aluminium,Teak,10,5,1,2,2,NA,Redman Whiteley ,NA,689,16000  litres,NA,Dubois Naval Architects ,NA,NA
PERSHING 108 for sale,POA,PERSHING 108,Motor Yacht,108,Pershing ,33.22  metres,25.84  metres,6.7  metres,1.83  metres,178,NA,2017,Deep V / Planing,2,RINA,42  kn,37  kn,12000  litres,330  nm,@ 37  kn,MTU ,5276hp ,GRP,GRP,Teak,8,4,1,2,1,NA,NA,NA,108/05,2000  litres,NA,NA,NA,NA
ADAMARIS for sale,"€8,950,000",ADAMARIS,Motor Yacht,NA,Urkmezler Yat ,43  metres,NA,8.23  metres,2.13  metres,375,215,2010,Full Displacement,3,RINA,22  kn,16  kn,17000  litres,NA,NA,MTU ,2840hp ,GRP,GRP,Teak,12,6,1,1,1,NA,NA,2021-01-01,NA,5300  litres,NA,NA,3,NA
MIA KAI for sale,"$2,400,000",MIA KAI,Motor Yacht,Tiago 100 Custom Line,Bilgin ,29.5  metres,25.4  metres,6.35  metres,1.7  metres,140,73,2006,Semi Displacement,2,RINA,24  kn,19  kn,8000  litres,NA,NA,MAN ,3100hp ,"Epoxy,Mahogany",Marine Ply,Teak,10,5,1,2,2,Semi-displacement ,"Mer & Design, Philippe Subrero ",2015-01-01,48,2000  litres,Abc-Bilgin Yatcilik ,"Mer & Design, Philippe Subrero ",NA,NA
ISLAND TIME for sale,"$995,000",ISLAND TIME,Motor Yacht,NA,Broward Marine ,33.53  metres,28.59  metres,6.1  metres,1.67  metres,149,NA,1991,Semi Displacement,2,NA,18  kn,16  kn,30283  litres,4000  nm,@ 10  kn,Detroit Diesel ,2100hp ,Aluminium,Aluminium,"Aluminium,Teak",10,4,1,1,2,NA,NA,"1995-01-01,1998-01-01,2007-01-01,2011-01-01",248,3785  litres,Broward Marine ,Broward Marine ,NA,NA
WAVELENGTH for sale,"$3,500,000",WAVELENGTH,Sail Yacht,Sloop,Pendennis ,27.43  metres,21.23  metres,6.55  metres,3.22  metres,72,80,2002,Monohull,NA,ABS,11  kn,10  kn,6499.55  litres,NA,NA,Cummins ,255hp ,Aluminum,Aluminium,Teak,6,3,1,NA,2,NA,"Boo Vaughan, Ron Holland Design ","2010-01-01,2013-01-01",47,2146.33  litres,Ron Holland Design ,Ron Holland Design ,NA,NA
DARWIN for sale,"€4,250,000",DARWIN,Motor Yacht,NA,Su Marine ,28.5  metres,NA,6.4  metres,1.8  metres,NA,92,2013,Semi Displacement,2,RINA,22  kn,16  kn,9000  litres,NA,NA,MAN ,2400hp ,"Epoxy,Wood","Epoxy,Wood",Teak,8,4,1,1,1,NA,NA,NA,9,2000  litres,NA,NA,1,NA
ROSSO for sale,"€3,465,000",ROSSO,Motor Yacht,95,Princess ,29.41  metres,NA,7.06  metres,1.83  metres,127,94,2011,Deep V / Planing,2,NA,34  kn,30  kn,11000  litres,600  nm,@ 10  kn,MTU ,4800hp ,GRP,GRP,Teak,8,4,NA,NA,NA,NA,NA,NA,NA,2400  litres,NA,NA,NA,NA
ROSSO for sale,VAT paid,ROSSO,Motor Yacht,95,Princess ,29.41  metres,NA,7.06  metres,1.83  metres,127,94,2011,Deep V / Planing,2,NA,34  kn,30  kn,11000  litres,600  nm,@ 10  kn,MTU ,4800hp ,GRP,GRP,Teak,8,4,NA,NA,NA,NA,NA,NA,NA,2400  litres,NA,NA,NA,NA
ROLA for sale,"€10,500,000",ROLA,Motor Yacht,470,ISA ,47.5  metres,41.24  metres,8.9  metres,2.55  metres,498,500,2006,Full Displacement,3,LR,16.8  kn,14.5  kn,68000  litres,4000  nm,@ 12  kn,MTU ,4666hp ,Steel,Aluminium,Teak,10,5,1,NA,2,NA,Cristiano Gatto Design ,NA,470.4,15000  litres,ISA ,Walter Franchini ,2,NA
